table_name,row_count,column_count,metadata,word_count
sa_dist_agri_hhs_seed_use_by_agency_of_procurement,2145,11,"The `sa_dist_agri_hhs_seed_use_by_agency_of_procurement` table provides detailed, state-level data on the distribution of agricultural households in India, specifically focusing on their reported use of seeds by agency of procurement for selected crops. The primary purpose of this table is to capture and analyze the procurement patterns of seeds among agricultural households, offering insights into the prevalence of different seed sourcing channels across various states and crops. This information is crucial for policymakers, researchers, and agricultural planners to understand seed market dynamics, the reach of government and private agencies, and the self-reliance of farmers in seed procurement.

**Entities and Categories:**

- **Geographical Coverage:** The data is disaggregated at the state level, including individual states such as Kerala, Karnataka, Manipur, Odisha, Uttarakhand, Himachal Pradesh, Maharashtra, Chhattisgarh, Uttar Pradesh, Gujarat, Sikkim, Nagaland, West Bengal, Jharkhand, Haryana, Meghalaya, Madhya Pradesh, Rajasthan, Assam, Telangana, Tamil Nadu, and Mizoram. It also includes aggregate groups like ""All India,"" ""Group Of NE States,"" and ""Group Of Uts"" (Union Territories).

- **Crops (Commodities):** The table covers a diverse range of major crops, including but not limited to Paddy (rice), Wheat, Maize, Ragi (finger millet), Jowar (sorghum), Gram (chickpea), Urad (black gram), Masur (lentil), Rapeseed, Barley, Soyabean, Cotton, Coconut, Potato, Onion, and Sugarcane. These represent both food grains and commercial crops, reflecting the breadth of Indian agriculture.

- **Agencies of Procurement:** The table records the agency or source from which seeds are procured, with categories such as:
  - **Own Farm:** Seeds saved and reused by the household.
  - **Local Market:** Seeds purchased from local vendors or markets.
  - **APMC Market:** Seeds sourced from Agricultural Produce Market Committees.
  - **Cooperative:** Seeds obtained from cooperative societies.
  - **Government Agencies:** Seeds distributed by government bodies.
  - **Private Processors:** Seeds from private seed companies or processors.
  - **Input Dealer:** Seeds bought from agricultural input dealers.
  - **Contract Farming Sponsors/Companies:** Seeds provided by contract farming companies.
  - **Farmer Producer Organisations (FPO):** Seeds sourced through FPOs.
  - **Others:** Any other sources not classified above.
  - **All:** Aggregate across all agencies.

- **Time and Visit:** The data is organized by season (e.g., ""July 2018-December 2018,"" ""January 2019-June 2019"") and visit number (e.g., ""Visit 1,"" ""Visit 2""), but the exact time granularity is unknown.

- **Indicator:** The main indicator is the ""Per 1000 Distribution of Agricultural Households Reporting Use of Seed by their Agency of Procurement for Selected Crops,"" with sub-indicators specifying the reporting metric.

**Sample Queries:**
1. *Which agency is the most common source of wheat seeds for agricultural households in Uttar Pradesh during January 2019-June 2019?*
2. *What proportion of agricultural households in Maharashtra procured paddy seeds from government agencies versus local markets in July 2018-December 2018?*

This table thus enables comprehensive analysis of seed procurement patterns by crop, state, and agency, supporting evidence-based agricultural policy and market interventions.",461
sa_dist_hhs_leasing_out_land_and_avg_area_social_group,13950,10,"The `sa_dist_hhs_leasing_out_land_and_avg_area_social_group` table provides detailed statistical data on the distribution of rural households in India that report leasing out agricultural land, segmented by social group and size class of land ownership. The primary purpose of this table is to facilitate analysis of land leasing patterns across different social strata and landholding sizes at the state and national levels, supporting research and policy formulation in rural development, land reforms, and social equity.

**Entities and Categories:**

- **Geographical Coverage:** The data is disaggregated at the state level, with entries for individual states such as Bihar, Haryana, Jharkhand, Mizoram, Sikkim, Maharashtra, and others. It also includes aggregate regions like ""All India,"" ""Group Of NE States,"" and ""Group Of Uts,"" enabling both granular and broad regional analysis.

- **Social Groups:** The table classifies households by social group, including Scheduled Castes (SC), Scheduled Tribes (ST), Other Backward Classes (OBC), Others, and All (aggregated). These categories allow for the examination of disparities and trends among historically marginalized and general populations.

- **Ownership Holding Size Classes:** Landholding sizes are categorized into fine-grained intervals, such as `>0.000&<=0.002`, `0.005-0.040`, `0.040-0.5`, `0.5-1.0`, `1.0-2.0`, `2.0-3.0`, `3.0-4.0`, `4.0-5.0`, `5.0-7.5`, `7.5-10.0`, `10.0-20.0`, `>20.0`, and `All Sizes`. The inclusion of a ""Nill"" category indicates cases where no land was leased out in that size class.

- **Indicators and Sub-Indicators:** The main indicator is the ""Distribution of Households Reporting Leasing-out of Land and Average Area of such Land by Size Class of Household Ownership Holding for Each Social Group."" Sub-indicators include:
    - ""No. Per 1000 of Households Reporting Leasing-out of Land Belonging to"" (number of households per 1000 reporting land leasing)
    - ""Average Leased-out Area Per Reporting Household (ha)"" (average area leased out per reporting household, in hectares)

- **Season/Period:** Data is reported for specific periods, such as ""July 2018-December 2018,"" ""January 2019-June 2019,"" and ""July 2018–June 2019,"" allowing for temporal comparisons, though the exact time granularity is unknown.

- **Values:** The `f_value` column provides the quantitative measure for each combination of state, social group, landholding size, and period, such as the number of households per 1000 or the average area leased out.

**Sample Queries:**

1. *What is the average leased-out area per reporting SC household with 0.5-1.0 hectares of land in Bihar during July 2018–June 2019?*
2. *How many households per 1000 reported leasing out land in the 2.0-3.0 hectare size class among OBCs in Punjab for January 2019-June 2019?*

This table is a valuable resource for understanding the intersection of landholding, social group, and land leasing behavior at the state level in India.",420
sa_dist_of_agri_hhs_reporting_use_of_purchased_seed,1158,10,"The `sa_dist_of_agri_hhs_reporting_use_of_purchased_seed` table provides detailed survey-based data on the distribution of agricultural households in India that report the use of purchased seeds, specifically focusing on the perceived quality of these seeds. The primary purpose of this table is to offer insights into the quality assessment of purchased seeds by agricultural households across different Indian states and regions, supporting agricultural policy analysis, seed market evaluation, and rural development planning.

**Data Content and Purpose:**  
Each record in the table represents the number of agricultural households (per 1000) in a given state or region who reported using purchased seeds, categorized by their assessment of seed quality. The data is collected for specific time periods (e.g., ""July 2018-December 2018"", ""January 2019-June 2019"") and survey visits (e.g., ""Visit 1"", ""Visit 2""), reflecting the periodic nature of the survey. The main indicator tracked is the ""Per 1000 Distribution of Agricultural Households Reporting Use of Purchased Seed by their Quality for Selected Crops (in Respect of Major Procurement Only)"", with a sub-indicator focusing on the ""Per 1000 Distribution of Agricultural Households Reporting Quality of Seeds"".

**Entities and Categories:**  
- **Geographical Entities:** The data is disaggregated at the state level, covering all major Indian states and union territories such as Uttar Pradesh, Bihar, Maharashtra, West Bengal, Tamil Nadu, Kerala, Punjab, Haryana, Gujarat, Rajasthan, Odisha, Jharkhand, Chhattisgarh, Assam, Telangana, Karnataka, Madhya Pradesh, Uttarakhand, Jammu and Kashmir, Himachal Pradesh, Arunachal Pradesh, and Mizoram. It also includes aggregate regions like ""All India"" and ""Group Of Ne States"" (Northeast States).
- **Seed Quality Categories:** The quality of purchased seeds is classified into several categories: ""Good"", ""Satisfactory"", ""Poor"", ""All"" (total households), ""N.r"" (Not reported), and ""Don’t Know"". These categories reflect the subjective assessment by households and allow for nuanced analysis of seed quality perceptions.
- **Survey Visit:** The ""visit"" column distinguishes between different rounds of data collection, such as ""Visit 1"" and ""Visit 2"", enabling temporal comparisons within the same state or region.

**Time and Geographical Granularity:**  
- **Time Granularity:** The data is organized by survey period, typically spanning six-month intervals, but does not follow a standard monthly, quarterly, or yearly format.
- **Geographical Granularity:** The data is primarily at the state level, with some records at the national or regional aggregate level.

**Sample Queries:**  
1. *What proportion of agricultural households in Maharashtra reported using ""Good"" quality purchased seeds during July 2018-December 2018?*  
2. *How does the distribution of seed quality assessments (""Good"", ""Satisfactory"", ""Poor"") compare between Uttar Pradesh and West Bengal in the January 2019-June 2019 survey round?*

This table is a valuable resource for understanding regional and temporal patterns in the use and perceived quality of purchased seeds among Indian agricultural households.",441
sa_dist_of_hhs_by_hh_classification_for_diff_classes_of_land,20,12,"The **sa_dist_of_hhs_by_hh_classification_for_diff_classes_of_land** table provides a detailed statistical breakdown of household distributions in India, focusing on the intersection of land possession, household classification, social group, and employment type. Its primary purpose is to enable analysis of how different types of households—especially agricultural households—are distributed across various landholding sizes, social groups, and employment categories at the state and national levels. This data is crucial for policymakers, researchers, and analysts interested in rural development, land reforms, social equity, and labor market dynamics in the agricultural sector.

**Entities and Categories:**

- **Geographical Coverage:** The data is available at the state level, with an “All India” aggregate representing national-level statistics. Each record is associated with a specific state or the entire country.
  
- **Social Groups:** The table distinguishes households by social group, such as Scheduled Tribes (ST), and likely includes other groups such as Scheduled Castes (SC), Other Backward Classes (OBC), and General, though only ST is shown in the sample.

- **Household Classification:** The primary focus is on “Agricultural Households,” but the schema allows for other classifications, potentially including “Non-Agricultural Households” or “All Households.”

- **Land Possession Classes:** Households are categorized by the size of land they possess, with classes such as “<0.01 hectares,” “0.01 - 0.40 hectares,” and potentially larger classes (e.g., “0.41 - 1.00 hectares,” “>1.00 hectares”). This enables analysis of marginal, small, and larger landholders.

- **Employment Categories:** The table captures the main employment type of the household, including:
  - “Self-employment in Crop Production”
  - “Self-employment in Livestock Farming”
  - “Self-employment in Other Agricultural Activities”
  - “Self-employment in Non-agricultural Enterprise”
  - “Casual Labour in Agriculture”
  - “Casual Labour in Non-agriculture”
  - “Regular Wage/Salary Earning in Agriculture”
  - “Regular Wage/Salary Earning in Non-agriculture”
  - “Other” (miscellaneous or unspecified employment)
  - “All” (aggregate across all employment types)
  - “Number of Households” (total count for the category)

- **Visit Name:** Indicates the survey round or period (e.g., “Visit 1”), though the exact time granularity is unspecified.

- **Indicator:** The main indicator is “Per 1000 Distribution of Households by Household Classification for Different Size Classes of Land Possessed,” representing the number of households per 1,000 in each category.

**Time Granularity:** The table does not specify a clear time period or frequency; the “visit_name” column suggests periodic survey rounds, but the exact time granularity is unknown.

**Geographical Granularity:** Data is available at the state level, with an “All India” aggregate for national analysis.

**Sample Queries:**
1. *What is the distribution of Scheduled Tribe agricultural households by landholding size and main employment type in Madhya Pradesh?*
2. *How many agricultural households in the “0.01 - 0.40 hectares” land class are primarily engaged in self-employment in crop production across all states?*

This table enables nuanced analysis of rural household structure, landholding patterns, and employment diversity across India’s states and social groups.",463
sa_distribution_hhs_leasing_in_land_avg_area_social_group,13950,10,"The `sa_distribution_hhs_leasing_in_land_avg_area_social_group` table provides detailed statistical data on the distribution and characteristics of households in India that report leasing-in or leasing-out agricultural land, disaggregated by social group and size class of land ownership. The primary purpose of this table is to support analysis of land leasing patterns, landholding sizes, and social group disparities at the state level, based on data collected by the National Sample Survey Office (NSSO).

**Data Contents and Purpose:**  
The table records, for each state and union territory (e.g., Maharashtra, Tamil Nadu, Nagaland, Kerala, Karnataka, Himachal Pradesh, Punjab, Jharkhand, Haryana, West Bengal, Telangana, Sikkim, Arunachal Pradesh, and groupings such as ""All India,"" ""Group Of Uts,"" and ""Group Of Ne States""), the number of households per 1000 reporting leasing-out of land, as well as the average area of land leased-out per reporting household (measured in hectares). The data is further broken down by social group, ownership holding size class, and reporting period (season).

**Entities and Categories:**  
- **Geographical Entities:** The data is available at the state and union territory level, with some aggregate groupings (e.g., ""All India,"" ""Group Of Uts,"" ""Group Of Ne States"").
- **Social Groups:** The table distinguishes between major social categories: Scheduled Tribes (ST), Scheduled Castes (SC), Other Backward Classes (OBC), Others, and All (aggregated).
- **Ownership Holding Size Classes:** Landholding sizes are categorized into fine-grained intervals, such as `>0.000&<=0.002`, `0.002-0.005`, `0.005-0.040`, `0.040-0.5`, `0.5-1.0`, `1.0-2.0`, `2.0-3.0`, `3.0-4.0`, `4.0-5.0`, `5.0-7.5`, `7.5-10.0`, `10.0-20.0`, `>20.0`, `All Sizes`, and `Nill` (no landholding).
- **Indicators and Sub-Indicators:** The main indicator is the ""Per 1000 Distribution of Households Reporting Leasing-in of Land and Average Area of such Land by Size Class of Household Ownership Holding for Each Social Group."" Sub-indicators include:
  - ""No. Per 1000 of Households Reporting Leasing-out of Land Belonging to"" (number of households per 1000)
  - ""Average Leased-out Area Per Reporting Household (ha)"" (average area in hectares)

**Time Granularity:**  
The data is reported for specific periods, such as ""July 2018-December 2018,"" ""January 2019-June 2019,"" and ""July 2018–June 2019."" However, the exact time granularity (monthly, quarterly, etc.) is not explicitly defined and is thus considered unknown.

**Geographical Granularity:**  
The data is provided at the state and union territory level, enabling regional analysis across India.

**Sample Queries:**  
1. *What is the average leased-out area per reporting OBC household with 1.0-2.0 hectares of land in Karnataka during July 2018-December 2018?*  
2. *How many per 1000 SC households reported leasing-out land in Tamil Nadu for the ownership holding size class "">20.0"" during July 2018–June 2019?*

This table is a valuable resource for policymakers, researchers, and analysts studying land tenure, agricultural leasing, and social group disparities in rural India.",436
sa_distribution_loan_outstanding_by_source_of_loan_taken,5704,10,"The `sa_distribution_loan_outstanding_by_source_of_loan_taken` table provides a comprehensive state-level view of the distribution and characteristics of outstanding agricultural loans in India, segmented by the source of the loan and the size of land possessed by agricultural households. The primary purpose of this table is to facilitate analysis of rural credit patterns, indebtedness, and the reliance of agricultural households on various formal and informal lending institutions across different states and union territories.

**Entities and Categories:**

- **Geographical Coverage:** The data is organized at the state level, including individual states such as Kerala, Maharashtra, Sikkim, Rajasthan, Tamil Nadu, Gujarat, Haryana, Karnataka, Assam, Odisha, Punjab, West Bengal, Andhra Pradesh, Telangana, Bihar, Chhattisgarh, Jharkhand, and Uttarakhand. It also includes aggregate groups like ""All India,"" ""Group Of Uts"" (Union Territories), and ""Group Of Ne States"" (Northeast States), enabling both granular and aggregate regional analysis.

- **Loan Sources:** The table captures a wide variety of loan sources, reflecting both formal and informal credit channels. Examples include:
  - **Formal Institutions:** Co-operative Society, Co-operative Bank, Regional Rural Bank, Financial Institutions, Insurance Company, NBFC Micro Finance (Non-Banking Financial Company Microfinance), and P.F. (Provident Fund).
  - **Semi-formal and Informal Sources:** Non-bank Linked SHG/JLG (Self-Help Group/Joint Liability Group), Chit Fund, Input Supplier, Employer, Market Commission Agent, Relatives and Friends, Agricultural Money Lender, Professional Money Lender, and Others.
  - **Aggregated Indicators:** The table also includes summary indicators such as ""All"" (all sources combined), ""No. per 1000 of Indebted Agricultural Households"" (a measure of indebtedness prevalence), and ""Average Amount of Outstanding Loan per Agricultural Household (Rs.)"" (average debt burden).

- **Land Possession Classes:** Loan data is further segmented by the size of land possessed, with categories such as `<0.01`, `0.01 - 0.40`, `0.41 - 1.00`, `1.01 - 2.00`, `2.01 - 4.00`, `4.01 - 10.00`, `10.00+`, and `All Size`. This allows for analysis of credit patterns among marginal, small, medium, and large landholders.

- **Time and Visit:** The data is tagged by season (e.g., ""July 2018-December 2018"") and visit (e.g., ""Visit 1""), but the precise time granularity is unknown.

- **Metric:** The `f_value` column represents the measured value, which could be the number of households, average loan amount, or other relevant statistics depending on the indicator.

**Sample Queries:**

1. *What is the average outstanding loan amount per agricultural household in Maharashtra for landholders with 1.01 - 2.00 hectares?*
2. *How many agricultural households in Assam with less than 0.01 hectares of land have outstanding loans from Co-operative Societies?*

This table is a valuable resource for policymakers, researchers, and financial institutions seeking to understand the structure and distribution of rural credit, the role of different lending sources, and the indebtedness of agricultural households across India’s diverse states and landholding classes.",443
sa_distribution_operational_holdings_by_possession_type,6975,9,"The `sa_distribution_operational_holdings_by_possession_type` table provides detailed statistical data on the distribution of agricultural operational holdings in India, segmented by type of possession and size class of household operational holdings at the state level. Its primary purpose is to facilitate analysis of land tenure patterns, ownership structures, and the prevalence of different types of land possession among agricultural households across various Indian states and union territories. This data is crucial for policymakers, researchers, and analysts interested in agricultural land distribution, tenancy reforms, and rural development.

**Entities and Categories:**

- **Geographical Coverage:** The table covers a wide range of Indian states and union territories, including but not limited to Punjab, Rajasthan, Mizoram, Telangana, Kerala, Karnataka, Bihar, Tripura, West Bengal, Sikkim, Tamil Nadu, Himachal Pradesh, Odisha, Maharashtra, Uttarakhand, Nagaland, Meghalaya, Jharkhand, Manipur, Arunachal Pradesh, Jammu and Kashmir, and aggregated groups such as ""Group Of Uts"" (Union Territories), ""Group Of Ne States"" (Northeast States), and ""All India"" for national-level summaries.

- **Time Period:** Each record is associated with a specific survey season, such as ""July 2018–June 2019,"" ""January 2019–June 2019,"" or ""July 2018-December 2018."" The time granularity is unknown, but the data is organized by survey periods, typically spanning several months.

- **Size Class of Operational Holdings:** The `ownership_holding` column categorizes operational holdings by size, using ranges such as "">0.000&<=0.002"", ""0.005-0.040"", ""0.040-0.5"", ""0.5-1.0"", ""1.0-2.0"", ""2.0-3.0"", ""3.0-4.0"", ""4.0-5.0"", ""5.0-7.5"", ""7.5-10.0"", ""10.0-20.0"", "">20.0"", as well as special categories like ""Nill"" and ""Households without Operational Holding."" These represent the area of land operated, typically in hectares.

- **Type of Possession:** The `possession_holding` column details the mode of possession, including ""Entirely Owned,"" ""Entirely Leased in,"" ""Both Owned and Leased in,"" ""Entirely Otherwise Possessed,"" and ""All (incl. nr)"" (all including not reported). These categories capture whether the land is fully owned, fully leased, a mix of owned and leased, or held through other arrangements.

- **Indicator:** The `indicator` column describes the metric, which is the ""Per 1000 Distribution of Operational Holdings by Type of Possession for Each Size Class of Household Operational Holding,"" essentially showing the proportion (per 1000) of holdings in each category.

- **Value:** The `f_value` column provides the actual count or proportion per 1000 holdings for each combination of state, season, size class, and possession type.

**Sample Queries:**

1. *What is the distribution of entirely owned operational holdings by size class in Punjab during July 2018–June 2019?*
2. *How many operational holdings in Tamil Nadu were both owned and leased in, for the 2.0-3.0 hectare size class, during January 2019–June 2019?*

This table enables granular analysis of land possession patterns across states, size classes, and possession types, supporting research on land reforms, tenancy, and agricultural policy.",439
sa_est_num_of_hhs_for_each_size_class_of_land_possessed,1488,9,"The **sa_est_num_of_hhs_for_each_size_class_of_land_possessed** table provides detailed, state-level estimates of the number of households in India, categorized by the size of land they possess. The primary purpose of this table is to facilitate analysis of land distribution among households, distinguishing between agricultural, non-agricultural, and all households, across various landholding size classes. This data is crucial for policymakers, researchers, and analysts interested in land ownership patterns, rural development, and socio-economic planning.

### Entities and Categories

**Geographical Coverage:**  
The data is disaggregated at the **state level**, including individual states such as Assam, Maharashtra, Himachal Pradesh, Andhra Pradesh, Haryana, Tamil Nadu, Kerala, Punjab, Uttar Pradesh, Madhya Pradesh, Odisha, Rajasthan, Gujarat, Uttarakhand, Jharkhand, Chhattisgarh, Karnataka, Sikkim, Tripura, Arunachal Pradesh, and Meghalaya. It also includes aggregate regions like ""All India,"" ""Group Of NE States"" (Northeast), and ""Group Of Uts"" (Union Territories), enabling both granular and broad regional analysis.

**Household Classification:**  
Households are classified into three main categories:
- **Agricultural Households:** Households primarily engaged in agriculture or allied activities.
- **Non-agricultural Households:** Households not primarily dependent on agriculture.
- **All Households:** The aggregate of both agricultural and non-agricultural households.

**Land Possession Size Classes:**  
Landholding is segmented into several size classes (in hectares), allowing for nuanced analysis of land distribution:
- **<0.01 ha:** Marginal or negligible land possession.
- **0.01 - 0.40 ha:** Very small holdings.
- **0.41 - 1.00 ha:** Small holdings.
- **1.01 - 2.00 ha:** Lower-medium holdings.
- **2.01 - 4.00 ha:** Medium holdings.
- **4.01 - 10.00 ha:** Large holdings.
- **10.00+ ha:** Very large holdings.
- **All Size:** Aggregate across all land size classes.

**Survey Visit:**  
The column **visit_name** (e.g., ""Visit 1"", ""Visit 2"") indicates different survey rounds or reference periods, though the exact time granularity is **unknown** from the data provided.

**Indicator:**  
The indicator column consistently refers to the ""Estimated Number of Households (agricultural, Non-agricultural and All) for Each Size Class (ha.) of Land Possessed,"" which is synonymous with household landholding distribution or land possession statistics.

**Value:**  
The **f_value** column provides the estimated number of households for each combination of state, household type, land size class, and survey visit.

### Sample Queries

1. **What is the distribution of agricultural households by land size class in Uttar Pradesh?**  
   *Query:*  
   ```sql
   SELECT land_possessedhectares, f_value
   FROM sa_est_num_of_hhs_for_each_size_class_of_land_possessed
   WHERE state = 'Uttar Pradesh' AND household_classification = 'Agricultural Households';
   ```

2. **How many non-agricultural households in Kerala possess less than 0.01 hectares of land?**  
   *Query:*  
   ```sql
   SELECT f_value
   FROM sa_est_num_of_hhs_for_each_size_class_of_land_possessed
   WHERE state = 'Kerala' AND household_classification = 'Non-agricultural Households' AND land_possessedhectares = '<0.01';
   ```

This table is a vital resource for understanding the structure and disparities in land possession across Indian states and household types.",437
sa_estimated_no_of_hhs_for_different_social_groups,1860,10,"The `sa_estimated_no_of_hhs_for_different_social_groups` table provides comprehensive data on the estimated number of households in India, disaggregated by state, household classification, and social group. Its primary purpose is to facilitate analysis of household distribution across different social strata and economic activities at the state level, supporting research, policy-making, and social welfare planning.

**Data Contents and Purpose:**  
This table records the estimated counts of households, with each row representing a unique combination of state, household classification, social group, and survey visit. The main indicator is the ""Estimated Number of Households (agricultural, Non-agricultural and All) for Different Social Groups,"" which quantifies household numbers for various segments of the population. The data is sourced from large-scale surveys, such as those conducted by the National Sample Survey Office (NSSO), and is intended to provide insights into the socio-economic composition of households across India.

**Entities and Categories:**  
- **Geographical Entities:** The data is organized at the state level, covering all major Indian states and union territories, such as Uttar Pradesh, Odisha, Nagaland, Telangana, Andhra Pradesh, Haryana, Sikkim, Punjab, Uttarakhand, Tamil Nadu, Karnataka, Jharkhand, Himachal Pradesh, Gujarat, Assam, Chhattisgarh, Rajasthan, Maharashtra, Kerala, Bihar, and groups like ""Group Of Ne States"" and ""Group Of Uts."" There is also an ""All India"" aggregate for national-level analysis.
- **Household Classifications:** Households are categorized as ""Agricultural Households,"" ""Non-agricultural Households,"" and ""All Households."" This allows for analysis of rural/agricultural versus urban/non-agricultural populations, as well as overall household counts.
- **Social Groups:** The table distinguishes between key social groups recognized in Indian policy and census data: ""SC"" (Scheduled Castes), ""ST"" (Scheduled Tribes), ""OBC"" (Other Backward Classes), ""Others,"" and ""All"" (aggregate of all groups). These categories enable targeted analysis of social equity and inclusion.
- **Survey Visits:** The ""visit_name"" column (e.g., ""Visit 1,"" ""Visit 2"") indicates different survey rounds or time points, allowing for temporal comparison, though the exact time granularity is unspecified.

**Time and Geographical Granularity:**  
- **Time Granularity:** Unknown (the data is segmented by survey visit, but the precise frequency or date is not specified).
- **Geographical Granularity:** State level, with some groupings for regions or union territories, and an ""All India"" summary.

**Sample Queries:**  
1. *What is the estimated number of agricultural households belonging to the OBC social group in Bihar during Visit 1?*  
   This query helps assess the distribution of OBC agricultural households in a specific state and survey round.

2. *How many non-agricultural households from the SC social group are estimated in Uttar Pradesh in Visit 2?*  
   This enables targeted analysis of non-agricultural SC households in a major state for a given survey period.

Overall, this table is a valuable resource for understanding the intersection of geography, social group, and household economic activity in India.",445
sa_no_of_hhs_owning_of_livestock_of_different_types,34272,11,"The **sa_no_of_hhs_owning_of_livestock_of_different_types** table provides detailed statistical data on the ownership of livestock among rural households across Indian states and union territories. Its primary purpose is to capture the prevalence and distribution of livestock ownership, measured as the number of households (per 1000) reporting ownership of various livestock types, segmented by household operational holding size, social group, gender, and livestock stock type. This data is crucial for policymakers, researchers, and agricultural planners to understand patterns of livestock ownership, assess rural livelihoods, and design targeted interventions for agricultural development and social equity.

**Entities and Categories:**

- **Geographical Coverage:** The data is reported at the state and union territory level, including specific entries for “All India,” “Group Of NE States,” and “Group Of Uts.” Examples of states covered include Rajasthan, Assam, Uttar Pradesh, West Bengal, Sikkim, Himachal Pradesh, Bihar, Kerala, Odisha, Arunachal Pradesh, Karnataka, Jharkhand, Tamil Nadu, Maharashtra, Punjab, Gujarat, Chhattisgarh, Telangana, Meghalaya, Manipur, Tripura, and Nagaland.

- **Social Groups:** The table segments data by social group, including OBC (Other Backward Classes), SC (Scheduled Castes), ST (Scheduled Tribes), Others, and All (aggregated). This allows for analysis of livestock ownership disparities among different social strata.

- **Gender:** Ownership is further broken down by gender categories: Male, Female, Person (aggregate of both), and All (aggregate or unspecified).

- **Operational Holding Size:** Households are classified by the size of their operational land holding, with granular categories such as “Nill,” “>0.000&<=0.002,” “0.002-0.005,” “0.005-0.040,” “0.040-0.5,” “0.5-1.0,” “1.0-2.0,” “2.0-3.0,” “3.0-4.0,” “5.0-7.5,” “7.5-10.0,” “10.0-20.0,” “>20.0,” and “All Sizes.” This enables nuanced analysis of how landholding size influences livestock ownership.

- **Livestock Stock Type:** The “stock” column identifies the type of livestock or livestock group owned, with examples including “Young Stock” (likely referring to calves, kids, lambs, etc.), “Others” (potentially encompassing less common livestock types), and “*” (unspecified or all types).

- **Indicator:** The main indicator is the number of households per 1000 reporting livestock ownership for each size class of operational holding.

- **Time Granularity:** The data is associated with a specific season (e.g., “July 2018-December 2018”), but the overall time granularity is unknown.

**Sample Queries:**

1. *Which state had the highest proportion of OBC households owning young stock in the 1.0-2.0 hectare operational holding size during July 2018-December 2018?*
2. *How does livestock ownership among SC female-headed households with 0.5-1.0 hectare holdings compare across Uttar Pradesh, Tamil Nadu, and Assam?*

This table thus enables comprehensive, disaggregated analysis of livestock ownership patterns across India’s diverse rural landscape.",407
sa_no_per_1000_distri_of_agri_hhs_reporting_sale_of_crops,3045,10,"The table **sa_no_per_1000_distri_of_agri_hhs_reporting_sale_of_crops** provides detailed statistical data on the distribution of agricultural households in India that report the sale of crops, with a particular focus on their awareness and experiences related to the Minimum Support Price (MSP) system. The primary purpose of this table is to capture and analyze the level of awareness, participation, and challenges faced by agricultural households regarding MSP and associated procurement and insurance facilities, across different states and union territories.

### Data Contents and Purpose

Each record in the table represents aggregated survey results for a specific state (e.g., Karnataka, Odisha, Rajasthan, Jharkhand, Telangana, Gujarat, West Bengal, Bihar, Kerala, Maharashtra, Assam, Tamil Nadu, Himachal Pradesh, Uttarakhand, Haryana, Nagaland, Chhattisgarh, Tripura, Jammu and Kashmir, Arunachal Pradesh, and groupings such as ""All India,"" ""Group Of NE States,"" and ""Group Of Uts""). The data is further broken down by **indicator** and **sub_indicator** fields, which describe the specific aspect of MSP awareness or crop sale being measured. The **season** and **visit** columns indicate the survey period and round (e.g., ""July 2018-December 2018,"" ""January 2019-June 2019,"" ""Visit 1,"" ""Visit 2""), while the **insurance_awareness** field details the reason or status related to MSP or insurance awareness.

### Entities and Categories

Key entities and categories in the data include:

- **Awareness of MSP**: The table records the number per 1000 agricultural households aware of MSP, procurement agencies, and related facilities. Subcategories include ""Per 1000 Distribution of Household by their Awareness of MSP,"" ""Number Per 1000 Households Aware of the Procurement Agency Under MSP And:,"" and ""Percentage of Output Sold Under MSP.""
- **Insurance and Procurement Challenges**: The **insurance_awareness** field captures reasons for lack of insurance or MSP participation, such as ""Not Aware,"" ""Not Interested,"" ""No Need,"" ""Nearest Bank at a Long Distance,"" ""Insurance Facility not Available,"" ""Complex Procedures,"" ""Not Satisfied with Terms & Conditions,"" ""Lack of Resources for Premium Payment,"" ""Not Aware about Availability of Facility,"" ""Households Insuring this Crop,"" ""All (incl. n.r),"" and ""Others.""
- **Sale Outcomes**: The table also includes ""Average Sale Rate Received"" and ""Percentage of Output Sold Under MSP,"" providing insight into the economic outcomes for households.

### Time and Geographical Granularity

- **Time Granularity**: The data is organized by survey period (e.g., half-yearly), but the exact time granularity is unknown.
- **Geographical Granularity**: The data is at the **state** level, with some records aggregated at the national or regional group level.

### Sample Queries

1. **Which states have the highest proportion of agricultural households aware of the procurement agency under MSP during July 2018-December 2018?**
2. **What are the most common reasons cited by agricultural households in Bihar for not availing crop insurance during January 2019-June 2019?**

This table is a valuable resource for policymakers, researchers, and analysts studying the effectiveness and reach of MSP and crop insurance schemes across India’s diverse agricultural landscape.",466
